genes,log2FoldChange
evm.TU.Ap9.1800,-0.20058107816247
evm.TU.Ap9.1801,-0.664028900733848
evm.TU.Ap9.1802,0.39504628558475
evm.TU.Ap9.1803,1.50954626939948
evm.TU.Ap9.1804,NA
evm.TU.Ap9.1805,NA
evm.TU.Ap9.1806,0.939236764142549
evm.TU.Ap9.1807,-0.0850946203904209
evm.TU.Ap9.1808,-0.186010405576908
evm.TU.Ap9.1809,-0.382687853745814
evm.TU.Ap9.181,NA
evm.TU.Ap9.1810,0.788455160848235
evm.TU.Ap9.1811,NA
evm.TU.Ap9.1812,NA
evm.TU.Ap9.1813,NA
evm.TU.Ap9.1814,1.95359660189418
evm.TU.Ap9.1815,0.0942544242077075
evm.TU.Ap9.1816,-0.834335243577092
evm.TU.Ap9.1817,0.575067771865345
evm.TU.Ap9.1818,0.0942544242077074
evm.TU.Ap9.1819,0.243277897113972
evm.TU.Ap9.182,NA
evm.TU.Ap9.1820,-0.761074072299214
evm.TU.Ap9.1821,0.454923170920216
evm.TU.Ap9.1822,NA
evm.TU.Ap9.1823,-0.124764489569955
evm.TU.Ap9.1824,0.747573610213428
evm.TU.Ap9.1825,NA
evm.TU.Ap9.1826,-0.220074278072828
evm.TU.Ap9.1827,-0.585884243456973
evm.TU.Ap9.1828,-0.740964233951884
evm.TU.Ap9.1829,NA
evm.TU.Ap9.183,NA
evm.TU.Ap9.1830,0.0942544242077072
evm.TU.Ap9.1831,NA
evm.TU.Ap9.1832,NA
evm.TU.Ap9.1833,NA
evm.TU.Ap9.1834,NA
evm.TU.Ap9.1835,NA
evm.TU.Ap9.1836,0.454923170920216
evm.TU.Ap9.1837,0.506452385134184
evm.TU.Ap9.1838,NA
evm.TU.Ap9.1839,-0.252913999304315
evm.TU.Ap9.184,0.262196485581642
evm.TU.Ap9.1840,-1.4864184540206
evm.TU.Ap9.1841,-0.165517426868046
evm.TU.Ap9.1842,0.625881015059387
evm.TU.Ap9.1843,-0.0990658405128213
evm.TU.Ap9.1844,-0.441108134325485
evm.TU.Ap9.1845,-0.088541852221839
evm.TU.Ap9.1846,1.22778659410997
evm.TU.Ap9.1847,NA
evm.TU.Ap9.1848,0.0942544242077071
evm.TU.Ap9.1849,NA
evm.TU.Ap9.185,-0.250599317871745
evm.TU.Ap9.1850,NA
evm.TU.Ap9.1851,0.454923170920216
evm.TU.Ap9.1852,NA
evm.TU.Ap9.1853,NA
evm.TU.Ap9.1854,NA
evm.TU.Ap9.1855,NA
evm.TU.Ap9.1856,NA
evm.TU.Ap9.1857,1.22778659410997
evm.TU.Ap9.1858,NA
evm.TU.Ap9.1859,NA
evm.TU.Ap9.186,-1.0683852095964
evm.TU.Ap9.1860,NA
evm.TU.Ap9.1861,NA
evm.TU.Ap9.1862,0.867117847397456
evm.TU.Ap9.1863,NA
evm.TU.Ap9.1864,NA
evm.TU.Ap9.1865,-0.848588362210095
evm.TU.Ap9.1866,-0.271155127627076
evm.TU.Ap9.1867,NA
evm.TU.Ap9.1868,NA
evm.TU.Ap9.1869,NA
evm.TU.Ap9.187,-0.124419988652361
evm.TU.Ap9.1870,NA
evm.TU.Ap9.1871,NA
evm.TU.Ap9.1872,NA
evm.TU.Ap9.1873,0.0942544242077072
evm.TU.Ap9.1874,NA
evm.TU.Ap9.1875,-1.85145385143855
evm.TU.Ap9.1876,NA
evm.TU.Ap9.1877,NA
evm.TU.Ap9.1878,NA
evm.TU.Ap9.1879,2.54864548074633
evm.TU.Ap9.188,0.13348400130642
evm.TU.Ap9.1880,NA
evm.TU.Ap9.1881,NA
evm.TU.Ap9.1882,-0.59711890148132
evm.TU.Ap9.1883,NA
evm.TU.Ap9.1884,NA
evm.TU.Ap9.1885,NA
evm.TU.Ap9.1886,NA
evm.TU.Ap9.1887,0.454923170920216
evm.TU.Ap9.1888,NA
evm.TU.Ap9.1889,NA
evm.TU.Ap9.189,-0.848405816647762
evm.TU.Ap9.1890,NA
evm.TU.Ap9.1891,NA
evm.TU.Ap9.1892,0.454923170920216
evm.TU.Ap9.1893,NA
evm.TU.Ap9.1894,NA
evm.TU.Ap9.1895,0.0942544242077079
evm.TU.Ap9.1896,NA
evm.TU.Ap9.1897,2.44750969218585
evm.TU.Ap9.1898,0.454923170920216
evm.TU.Ap9.1899,-0.302640677856193
evm.TU.Ap9.19,0.0419401693237528
evm.TU.Ap9.190,0.454923170920216
evm.TU.Ap9.1900,-0.59981058644336
evm.TU.Ap9.1901,NA
evm.TU.Ap9.1902,-0.294477391311793
evm.TU.Ap9.1903,0.769465326020965
evm.TU.Ap9.1904,-0.148599481569676
evm.TU.Ap9.1905,-0.24561820354394
evm.TU.Ap9.1906,0.449319561260956
evm.TU.Ap9.1907,1.22778659410997
evm.TU.Ap9.1908,0.275661717917194
evm.TU.Ap9.1909,0.175143792378166
evm.TU.Ap9.191,-0.180365792851085
evm.TU.Ap9.1910,-0.250188794199351
evm.TU.Ap9.1911,-1.02253681865009
evm.TU.Ap9.1912,0.506449100684947
evm.TU.Ap9.1913,1.300218147887
evm.TU.Ap9.1914,0.10010298917732
evm.TU.Ap9.1915,-1.264377736672
evm.TU.Ap9.1916,0.454923170920216
evm.TU.Ap9.1917,0.39816925262376
evm.TU.Ap9.1918,NA
evm.TU.Ap9.1919,NA
evm.TU.Ap9.192,-0.146714160567875
evm.TU.Ap9.1920,0.454923170920216
evm.TU.Ap9.1921,NA
evm.TU.Ap9.1922,NA
evm.TU.Ap9.1923,NA
evm.TU.Ap9.1924,-0.193417758744203
evm.TU.Ap9.1925,-0.167141214263687
evm.TU.Ap9.1926,0.236811121754478
evm.TU.Ap9.1927,0.194239825573598
evm.TU.Ap9.1928,-0.455704246538152
evm.TU.Ap9.1929,-2.28919502080164
evm.TU.Ap9.193,-0.584449071864338
evm.TU.Ap9.1930,0.397173379791514
evm.TU.Ap9.1931,0.592349429219649
evm.TU.Ap9.1932,0.101392090053642
evm.TU.Ap9.1933,-0.554657130430781
evm.TU.Ap9.1934,NA
evm.TU.Ap9.1935,0.867117847397456
evm.TU.Ap9.1936,0.867117847397456
evm.TU.Ap9.1937,0.149006030091944
evm.TU.Ap9.1938,NA
evm.TU.Ap9.1939,0.277333338975696
evm.TU.Ap9.194,-0.48280153443959
evm.TU.Ap9.1940,-1.33051425319345
evm.TU.Ap9.1941,NA
evm.TU.Ap9.1942,0.967339319223893
evm.TU.Ap9.1943,-2.19828603189287
evm.TU.Ap9.1944,-0.262688116956678
evm.TU.Ap9.1945,NA
evm.TU.Ap9.1946,NA
evm.TU.Ap9.1947,NA
evm.TU.Ap9.1948,NA
evm.TU.Ap9.1949,-1.48560645963868
evm.TU.Ap9.195,-1.18008953178738
evm.TU.Ap9.1950,NA
evm.TU.Ap9.1951,NA
evm.TU.Ap9.1952,NA
evm.TU.Ap9.1953,NA
evm.TU.Ap9.1954,NA
evm.TU.Ap9.1955,NA
evm.TU.Ap9.1956,0.867117847397457
evm.TU.Ap9.1957,NA
evm.TU.Ap9.1958,NA
evm.TU.Ap9.1959,NA
evm.TU.Ap9.196,-0.0464530548736317
evm.TU.Ap9.1960,NA
evm.TU.Ap9.1961,-1.91422820527
evm.TU.Ap9.1962,1.22778659410997
evm.TU.Ap9.1963,-0.275201654478013
evm.TU.Ap9.1964,-0.0287020688583323
evm.TU.Ap9.1965,-0.732606450436422
evm.TU.Ap9.1966,-0.319740182628798
evm.TU.Ap9.1967,-0.718789503070387
evm.TU.Ap9.1968,-1.38549613082619
evm.TU.Ap9.1969,-1.16007671936336
evm.TU.Ap9.197,0.150607867809778
evm.TU.Ap9.1970,NA
evm.TU.Ap9.1971,NA
evm.TU.Ap9.1972,NA
evm.TU.Ap9.1973,-1.06902729108358
evm.TU.Ap9.1974,0.094254424207707
evm.TU.Ap9.1975,NA
evm.TU.Ap9.1976,-1.09926397399495
evm.TU.Ap9.1977,0.209779232671447
evm.TU.Ap9.1978,-0.26282374707005
evm.TU.Ap9.1979,0.591907586275871
evm.TU.Ap9.198,0.178971190132227
evm.TU.Ap9.1980,-0.554389713579244
evm.TU.Ap9.1981,0.506449100684948
evm.TU.Ap9.1982,0.454923170920216
evm.TU.Ap9.1983,NA
evm.TU.Ap9.1984,NA
evm.TU.Ap9.1985,NA
evm.TU.Ap9.1986,0.141975625000371
evm.TU.Ap9.1987,0.867117847397456
evm.TU.Ap9.1988,1.22778659410997
evm.TU.Ap9.1989,-0.415302020774973
evm.TU.Ap9.199,0.0942544242077079
evm.TU.Ap9.1990,-2.3946148422241
evm.TU.Ap9.1991,-1.94390513048543
evm.TU.Ap9.1992,NA
evm.TU.Ap9.1993,NA
evm.TU.Ap9.1994,1.50393618216772
evm.TU.Ap9.1995,0.946642018637747
evm.TU.Ap9.1996,1.06255112319318
evm.TU.Ap9.1997,1.89409712670604
evm.TU.Ap9.1998,0.0942544242077072
evm.TU.Ap9.1999,NA
evm.TU.Ap9.2,0.246992373641909
evm.TU.Ap9.20,-0.0266552504964065
evm.TU.Ap9.200,0.125443068322958
evm.TU.Ap9.2000,0.328150894744465
evm.TU.Ap9.2001,NA
evm.TU.Ap9.2002,NA
evm.TU.Ap9.2003,0.454923170920216
evm.TU.Ap9.2004,NA
evm.TU.Ap9.2005,NA
evm.TU.Ap9.2006,NA
evm.TU.Ap9.2007,1.10404775318759
evm.TU.Ap9.2008,-2.30225180607914
evm.TU.Ap9.2009,NA
evm.TU.Ap9.201,NA
evm.TU.Ap9.2010,0.149004404228313
evm.TU.Ap9.2011,NA
evm.TU.Ap9.2012,NA
evm.TU.Ap9.2013,NA
evm.TU.Ap9.2014,-0.45176692677246
evm.TU.Ap9.2015,NA
evm.TU.Ap9.2016,NA
evm.TU.Ap9.2017,NA
evm.TU.Ap9.2018,NA
evm.TU.Ap9.2019,NA
evm.TU.Ap9.202,-0.320691943407795
evm.TU.Ap9.2020,NA
evm.TU.Ap9.2021,NA
evm.TU.Ap9.2022,NA
evm.TU.Ap9.2023,NA
evm.TU.Ap9.2024,NA
evm.TU.Ap9.2025,0.135500143886345
evm.TU.Ap9.2026,1.22778659410997
evm.TU.Ap9.2027,NA
evm.TU.Ap9.2028,NA
evm.TU.Ap9.2029,0.867117847397456
evm.TU.Ap9.203,-0.182351392108585
evm.TU.Ap9.2030,-0.721223154595933
evm.TU.Ap9.2031,NA
evm.TU.Ap9.2032,0.42833091851705
evm.TU.Ap9.2033,-0.52615426597557
evm.TU.Ap9.2034,1.65475418841899
evm.TU.Ap9.2035,NA
evm.TU.Ap9.2036,NA
evm.TU.Ap9.2037,NA
evm.TU.Ap9.2038,NA
evm.TU.Ap9.2039,NA
evm.TU.Ap9.204,-0.145826087352921
evm.TU.Ap9.2040,-1.31978432900776
evm.TU.Ap9.2041,0.257228198013622
evm.TU.Ap9.2042,0.725526790045995
evm.TU.Ap9.2043,-0.616701561403903
evm.TU.Ap9.2044,0.0942544242077072
evm.TU.Ap9.2045,NA
evm.TU.Ap9.2046,0.520072325357017
evm.TU.Ap9.2047,0.038305230443495
evm.TU.Ap9.2048,0.880793583210108
evm.TU.Ap9.2049,1.90551123333042
evm.TU.Ap9.205,NA
evm.TU.Ap9.2050,-0.385886507221964
evm.TU.Ap9.2051,1.31761712142956
evm.TU.Ap9.2052,0.867123121838706
evm.TU.Ap9.2053,-0.130017654558605
evm.TU.Ap9.2054,0.116107828406643
evm.TU.Ap9.2055,NA
evm.TU.Ap9.2056,0.0986838463057586
evm.TU.Ap9.2057,-0.723828598960443
evm.TU.Ap9.2058,0.454923170920216
evm.TU.Ap9.2059,1.66196101412698
evm.TU.Ap9.206,0.589583486850084
evm.TU.Ap9.2060,0.90351198369796
evm.TU.Ap9.2061,NA
evm.TU.Ap9.2062,NA
evm.TU.Ap9.2063,NA
evm.TU.Ap9.2064,0.454923170920216
evm.TU.Ap9.2065,-1.29017067194516
evm.TU.Ap9.2066,-0.0576718411762858
evm.TU.Ap9.2067,-1.05243414133697
evm.TU.Ap9.2068,-0.797821145070062
evm.TU.Ap9.2069,0.0555005284336729
evm.TU.Ap9.207,0.0302960807463723
evm.TU.Ap9.2070,0.0567636155088934
evm.TU.Ap9.2071,1.71081242809254
evm.TU.Ap9.2072,NA
evm.TU.Ap9.2073,NA
evm.TU.Ap9.2074,NA
evm.TU.Ap9.2075,NA
evm.TU.Ap9.2076,0.441399831734789
evm.TU.Ap9.2077,0.722329347606537
evm.TU.Ap9.2078,NA
evm.TU.Ap9.2079,0.454923170920216
evm.TU.Ap9.208,0.249326828465009
evm.TU.Ap9.2080,-1.17540412747714
evm.TU.Ap9.2081,0.867117847397456
evm.TU.Ap9.2082,0.867117847397456
evm.TU.Ap9.2083,NA
evm.TU.Ap9.2084,NA
evm.TU.Ap9.2085,NA
evm.TU.Ap9.2086,0.142039698403492
evm.TU.Ap9.2087,NA
evm.TU.Ap9.2088,NA
evm.TU.Ap9.2089,-0.271155127627075
evm.TU.Ap9.209,0.219365535825396
evm.TU.Ap9.2090,NA
evm.TU.Ap9.2091,NA
evm.TU.Ap9.2092,NA
evm.TU.Ap9.2093,0.454923170920216
evm.TU.Ap9.2094,NA
evm.TU.Ap9.2095,NA
evm.TU.Ap9.2096,NA
evm.TU.Ap9.2097,-0.262831687066461
evm.TU.Ap9.2098,NA
evm.TU.Ap9.2099,0.454923170920216
evm.TU.Ap9.21,-0.271155127627075
evm.TU.Ap9.210,-0.251129836447656
evm.TU.Ap9.2100,0.454923170920216
evm.TU.Ap9.2101,NA
evm.TU.Ap9.2102,NA
evm.TU.Ap9.2103,NA
evm.TU.Ap9.2104,NA
evm.TU.Ap9.2105,1.22778659410997
evm.TU.Ap9.2106,NA
evm.TU.Ap9.2107,-0.71251031728853
evm.TU.Ap9.2108,1.23011918866168
evm.TU.Ap9.2109,0.310129370434611
evm.TU.Ap9.211,0.352085414306751
evm.TU.Ap9.2110,-0.0767855684784791
evm.TU.Ap9.2111,0.78305547119286
evm.TU.Ap9.2112,1.36162613923406
evm.TU.Ap9.2113,-1.43123445259198
evm.TU.Ap9.2114,0.104346820055958
evm.TU.Ap9.2115,-0.0688745376614207
evm.TU.Ap9.2116,-0.379354352685123
evm.TU.Ap9.2117,0.229768996121011
evm.TU.Ap9.2118,0.895579899012304
evm.TU.Ap9.2119,NA
evm.TU.Ap9.212,0.0833027709351006
evm.TU.Ap9.2120,NA
evm.TU.Ap9.2121,-0.855813684688914
evm.TU.Ap9.2122,0.506449100684947
evm.TU.Ap9.2123,-0.499443277383871
evm.TU.Ap9.2124,NA
evm.TU.Ap9.2125,-0.270937321477609
evm.TU.Ap9.2126,0.454923170920216
evm.TU.Ap9.2127,-0.024273224386335
evm.TU.Ap9.2128,-0.00963620556344821
evm.TU.Ap9.2129,NA
evm.TU.Ap9.213,1.00767167709643
evm.TU.Ap9.2130,0.907468260663716
evm.TU.Ap9.2131,-0.448356292903021
evm.TU.Ap9.2132,-0.261573110817782
evm.TU.Ap9.2133,NA
evm.TU.Ap9.2134,-0.674966267754487
evm.TU.Ap9.2135,0.454923170920216
evm.TU.Ap9.2136,1.22778659410997
evm.TU.Ap9.2137,-1.11045750549061
evm.TU.Ap9.2138,0.0565671887238608
evm.TU.Ap9.2139,NA
evm.TU.Ap9.214,0.0764397657772855
evm.TU.Ap9.2140,NA
evm.TU.Ap9.2141,NA
evm.TU.Ap9.2142,NA
evm.TU.Ap9.2143,NA
evm.TU.Ap9.2144,NA
evm.TU.Ap9.2145,NA
evm.TU.Ap9.2146,-0.993487927127392
evm.TU.Ap9.2147,0.630440563349587
evm.TU.Ap9.2148,-0.474570913689902
evm.TU.Ap9.2149,0.981803796653016
evm.TU.Ap9.215,0.980454223038944
evm.TU.Ap9.2150,0.672887668832046
evm.TU.Ap9.2151,0.605494888379176
evm.TU.Ap9.2152,0.256578458377152
evm.TU.Ap9.2153,-0.0461572449815535
evm.TU.Ap9.2154,-0.517885784254967
evm.TU.Ap9.2155,-0.213150928880564
evm.TU.Ap9.2156,NA
evm.TU.Ap9.2157,0.148854400611975
evm.TU.Ap9.2158,0.612332589632584
evm.TU.Ap9.2159,NA
evm.TU.Ap9.216,0.378459409044136
evm.TU.Ap9.2160,-0.711593517225993
evm.TU.Ap9.2161,NA
evm.TU.Ap9.2162,NA
evm.TU.Ap9.2163,NA
evm.TU.Ap9.2164,-0.271155127627075
evm.TU.Ap9.2165,NA
evm.TU.Ap9.2166,0.224595796047479
evm.TU.Ap9.2167,NA
evm.TU.Ap9.2168,-0.448480035308858
evm.TU.Ap9.2169,1.41774340491118
evm.TU.Ap9.217,-1.1596896309099
evm.TU.Ap9.2170,0.454923170920216
evm.TU.Ap9.2171,0.0942544242077079
evm.TU.Ap9.2172,-0.065382542242888
evm.TU.Ap9.2173,1.09585421203901
evm.TU.Ap9.2174,0.830148210975087
evm.TU.Ap9.2175,0.279783362915925
evm.TU.Ap9.2176,0.390638955051661
evm.TU.Ap9.2177,-0.550575112715462
evm.TU.Ap9.2178,-0.686157312015306
evm.TU.Ap9.2179,1.62088884453356
evm.TU.Ap9.218,-0.156760842155971
evm.TU.Ap9.2180,NA
evm.TU.Ap9.2181,NA
evm.TU.Ap9.2182,NA
evm.TU.Ap9.2183,NA
evm.TU.Ap9.2184,NA
evm.TU.Ap9.2185,0.395356991594246
evm.TU.Ap9.2186,1.22778659410997
evm.TU.Ap9.2187,0.591904607587279
evm.TU.Ap9.2188,-0.0392838393351432
evm.TU.Ap9.2189,0.506454339934082
evm.TU.Ap9.219,-0.107066089472233
evm.TU.Ap9.2190,-1.23813505843257
evm.TU.Ap9.2191,-0.909118856069914
evm.TU.Ap9.2192,0.169371490915626
evm.TU.Ap9.2193,-1.43030021886994
evm.TU.Ap9.2194,-0.847671953017695
evm.TU.Ap9.2195,0.0517678296771062
evm.TU.Ap9.2196,-0.133624825655686
evm.TU.Ap9.2197,-1.13223654220186
evm.TU.Ap9.2198,-0.860037810544934
evm.TU.Ap9.2199,0.90708815517546
evm.TU.Ap9.22,-0.162576725796362
evm.TU.Ap9.220,1.63061098608493
evm.TU.Ap9.2200,-0.243742909469424
evm.TU.Ap9.2201,-0.309827908504873
evm.TU.Ap9.2202,0.549589010401698
evm.TU.Ap9.2203,2.54769934866145
evm.TU.Ap9.2204,0.300542323693655
evm.TU.Ap9.2205,-0.294294018111643
evm.TU.Ap9.2206,0.251323039533642
evm.TU.Ap9.2207,1.62088884453356
evm.TU.Ap9.2208,0.454923170920216
evm.TU.Ap9.2209,-0.339921074792198
evm.TU.Ap9.221,NA
evm.TU.Ap9.2210,0.144086201736665
evm.TU.Ap9.2211,NA
evm.TU.Ap9.2212,0.454923170920216
evm.TU.Ap9.2213,-1.01123054865125
evm.TU.Ap9.2214,-0.407848943277388
evm.TU.Ap9.2215,-0.749065112310094
evm.TU.Ap9.2216,NA
evm.TU.Ap9.2217,NA
evm.TU.Ap9.2218,-0.260737871992673
evm.TU.Ap9.2219,NA
evm.TU.Ap9.222,NA
evm.TU.Ap9.2220,0.00901284878595744
evm.TU.Ap9.2221,0.549553078214722
evm.TU.Ap9.2222,NA
evm.TU.Ap9.2223,NA
evm.TU.Ap9.2224,NA
evm.TU.Ap9.2225,0.0520746740977578
evm.TU.Ap9.2226,-0.851090989321359
evm.TU.Ap9.2227,NA
evm.TU.Ap9.2228,0.182072179681426
evm.TU.Ap9.2229,0.454923170920216
evm.TU.Ap9.223,NA
evm.TU.Ap9.2230,NA
evm.TU.Ap9.2231,NA
evm.TU.Ap9.2232,0.454923170920216
evm.TU.Ap9.2233,0.644295699409977
evm.TU.Ap9.2234,0.5536456413882
evm.TU.Ap9.2235,0.359478171909859
evm.TU.Ap9.2236,0.506452832123693
evm.TU.Ap9.2237,-0.0925986492848525
evm.TU.Ap9.2238,-0.18333552180402
evm.TU.Ap9.2239,-0.405615678332036
evm.TU.Ap9.224,0.534621572383407
evm.TU.Ap9.2240,1.1786800311865
evm.TU.Ap9.2241,0.942364559894176
evm.TU.Ap9.2242,-0.660399342541396
evm.TU.Ap9.2243,0.0942544242077075
evm.TU.Ap9.2244,0.141458292674577
evm.TU.Ap9.2245,0.00344168232816933
evm.TU.Ap9.2246,0.26511132651915
evm.TU.Ap9.2247,0.329686114590738
evm.TU.Ap9.2248,NA
evm.TU.Ap9.2249,NA
evm.TU.Ap9.225,NA
evm.TU.Ap9.2250,NA
evm.TU.Ap9.2251,-0.0304472305786681
evm.TU.Ap9.2252,NA
evm.TU.Ap9.2253,-0.213127721570644
evm.TU.Ap9.2254,0.263004092649148
evm.TU.Ap9.2255,-0.242588247671647
evm.TU.Ap9.2256,-0.445839735607771
evm.TU.Ap9.2257,0.867117847397456
evm.TU.Ap9.2258,0.230357020188384
evm.TU.Ap9.2259,-0.0951406950481867
evm.TU.Ap9.226,-0.494768017523492
evm.TU.Ap9.2260,0.0457910909488304
evm.TU.Ap9.2261,-0.90348387563611
evm.TU.Ap9.2262,1.08994268898382
evm.TU.Ap9.2263,NA
evm.TU.Ap9.2264,0.786637194834582
evm.TU.Ap9.2265,0.398765079408107
evm.TU.Ap9.2266,-0.0520456411166388
evm.TU.Ap9.2267,0.454923170920216
evm.TU.Ap9.2268,-0.243740815791555
evm.TU.Ap9.2269,0.780027805410484
evm.TU.Ap9.227,0.58606393012345
evm.TU.Ap9.2270,NA
evm.TU.Ap9.2271,-1.3932288469817
evm.TU.Ap9.2272,-1.04365986043673
evm.TU.Ap9.2273,-0.757157387556548
evm.TU.Ap9.2274,-0.370921032214602
evm.TU.Ap9.2275,0.094254424207707
evm.TU.Ap9.2276,NA
evm.TU.Ap9.2277,0.902061219654879
evm.TU.Ap9.2278,0.159281503498767
evm.TU.Ap9.2279,0.867117847397456
evm.TU.Ap9.228,0.879943387008532
evm.TU.Ap9.2280,1.22778659410997
evm.TU.Ap9.2281,0.867117847397456
evm.TU.Ap9.2282,0.454923170920216
evm.TU.Ap9.2283,NA
evm.TU.Ap9.2284,-0.577756490469298
evm.TU.Ap9.2285,0.796400972186901
evm.TU.Ap9.2286,2.11254412136161
evm.TU.Ap9.2287,0.273014059703926
evm.TU.Ap9.2288,0.454923170920216
evm.TU.Ap9.2289,1.62088884453356
evm.TU.Ap9.229,3.15462759425696
evm.TU.Ap9.2290,NA
evm.TU.Ap9.2291,NA
evm.TU.Ap9.2292,0.389184116842632
evm.TU.Ap9.2293,1.67395945457955
evm.TU.Ap9.2294,0.454923170920216
evm.TU.Ap9.2295,NA
evm.TU.Ap9.2296,NA
evm.TU.Ap9.2297,NA
evm.TU.Ap9.2298,0.454923170920216
evm.TU.Ap9.2299,-0.467210935704257
evm.TU.Ap9.23,0.388499842202115
evm.TU.Ap9.230,-0.18826106535579
evm.TU.Ap9.2300,-0.270872496804834
evm.TU.Ap9.2301,-0.140905657983021
evm.TU.Ap9.2302,-0.796831159802208
evm.TU.Ap9.2303,-0.490417225330359
evm.TU.Ap9.2304,0.0942544242077075
evm.TU.Ap9.2305,0.454923170920216
evm.TU.Ap9.2306,NA
evm.TU.Ap9.2307,-2.55997526274497
evm.TU.Ap9.2308,1.22778659410997
evm.TU.Ap9.2309,NA
evm.TU.Ap9.231,NA
evm.TU.Ap9.2310,1.22778659410997
evm.TU.Ap9.2311,NA
evm.TU.Ap9.2312,NA
evm.TU.Ap9.2313,-0.596549864559179
evm.TU.Ap9.2314,0.435957152887678
evm.TU.Ap9.2315,-0.134572605951493
evm.TU.Ap9.2316,NA
evm.TU.Ap9.2317,-1.06055682488079
evm.TU.Ap9.2318,1.86090302844418
evm.TU.Ap9.2319,0.148939216309382
evm.TU.Ap9.232,1.21173985967601
evm.TU.Ap9.2320,-0.535864151568996
evm.TU.Ap9.2321,0.00120617214516413
evm.TU.Ap9.2322,0.454923170920216
evm.TU.Ap9.2323,NA
evm.TU.Ap9.2324,0.188831284089664
evm.TU.Ap9.2325,1.60693412768348
evm.TU.Ap9.2326,1.67395945457955
evm.TU.Ap9.2327,0.454923170920216
evm.TU.Ap9.2328,1.66569393966641
evm.TU.Ap9.2329,-1.2090319427461
evm.TU.Ap9.233,0.299044584256655
evm.TU.Ap9.2330,-0.516380251777709
evm.TU.Ap9.2331,0.094254424207707
evm.TU.Ap9.2332,0.454923170920216
evm.TU.Ap9.2333,1.47931795793299
evm.TU.Ap9.2334,0.506449100684947
evm.TU.Ap9.2335,-0.00481893368382928
evm.TU.Ap9.2336,0.248368824735381
evm.TU.Ap9.2337,0.767087599447478
evm.TU.Ap9.2338,NA
evm.TU.Ap9.2339,0.806819562830825
evm.TU.Ap9.234,NA
evm.TU.Ap9.2340,0.93222346398363
evm.TU.Ap9.2341,1.97632426059275
evm.TU.Ap9.2342,0.867117847397456
evm.TU.Ap9.2343,-0.199542659177494
evm.TU.Ap9.2344,0.0745549918550336
evm.TU.Ap9.2345,-1.45029611635799
evm.TU.Ap9.2346,0.506452805791288
evm.TU.Ap9.2347,-0.165083833082869
evm.TU.Ap9.2348,1.22778659410997
evm.TU.Ap9.2349,0.266098144577395
evm.TU.Ap9.235,NA
evm.TU.Ap9.2350,0.447902088786366
evm.TU.Ap9.2351,2.15089352528122
evm.TU.Ap9.2352,-0.448001627061385
evm.TU.Ap9.2353,-0.506800953270271
evm.TU.Ap9.2354,-0.419778932566515
evm.TU.Ap9.2355,0.726762414808716
evm.TU.Ap9.2356,-0.040810481895794
evm.TU.Ap9.2357,0.297281862216402
evm.TU.Ap9.2358,0.156900016689369
evm.TU.Ap9.2359,-2.1424180253802
evm.TU.Ap9.236,NA
evm.TU.Ap9.2360,0.336935469015517
evm.TU.Ap9.2361,-0.863922004330266
evm.TU.Ap9.2362,-0.649626291587435
evm.TU.Ap9.2363,NA
evm.TU.Ap9.2364,-1.15166160218689
evm.TU.Ap9.2365,NA
evm.TU.Ap9.2366,-0.587540762040586
evm.TU.Ap9.2367,NA
evm.TU.Ap9.2368,0.867117847397456
evm.TU.Ap9.2369,-1.41951877216251
evm.TU.Ap9.237,1.22778659410997
evm.TU.Ap9.2370,NA
evm.TU.Ap9.2371,NA
evm.TU.Ap9.2372,1.22778659410997
evm.TU.Ap9.2373,0.231752690763335
evm.TU.Ap9.2374,-0.44659196661519
evm.TU.Ap9.2375,1.30736886856991
evm.TU.Ap9.2376,1.35148100581508
evm.TU.Ap9.2377,0.454923170920216
evm.TU.Ap9.2378,-0.183767068825011
evm.TU.Ap9.2379,NA
evm.TU.Ap9.238,-0.00960854414824582
evm.TU.Ap9.2380,0.454923170920216
evm.TU.Ap9.2381,0.454923170920216
evm.TU.Ap9.2382,-0.158277459427579
evm.TU.Ap9.2383,NA
evm.TU.Ap9.2384,0.155952238695458
evm.TU.Ap9.2385,NA
evm.TU.Ap9.2386,NA
evm.TU.Ap9.2387,0.867117847397456
evm.TU.Ap9.2388,0.596957484643499
evm.TU.Ap9.2389,0.0138565090224268
evm.TU.Ap9.239,-0.100621870000807
evm.TU.Ap9.2390,0.638706673995672
evm.TU.Ap9.2391,-0.290592956885958
evm.TU.Ap9.2392,-0.523999927573968
evm.TU.Ap9.2393,1.57476646545806
evm.TU.Ap9.2394,0.547138893018165
evm.TU.Ap9.2395,-0.548790911327773
evm.TU.Ap9.2396,0.213696902137659
evm.TU.Ap9.2397,-0.303626061746706
evm.TU.Ap9.2398,0.0112946826743975
evm.TU.Ap9.2399,1.30485275484252
evm.TU.Ap9.24,-0.615756934697874
evm.TU.Ap9.240,NA
evm.TU.Ap9.2400,0.805519890058826
evm.TU.Ap9.2401,-0.256061506831742
evm.TU.Ap9.2402,-0.486714145896826
evm.TU.Ap9.2403,1.21685465534269
evm.TU.Ap9.2404,0.47066342159062
evm.TU.Ap9.2405,0.761091720733993
evm.TU.Ap9.2406_evm.TU.Ap9.2407,-0.0964922534699579
evm.TU.Ap9.2408,0.193227830802435
evm.TU.Ap9.2409,NA
