genes,log2FoldChange
evm.TU.Ap9.1982,-0.211633025724406
evm.TU.Ap9.1983,0
evm.TU.Ap9.1984,0
evm.TU.Ap9.1985,0
evm.TU.Ap9.1986,-0.377941473019366
evm.TU.Ap9.1987,-0.197882771545509
evm.TU.Ap9.1988,0.203538504161156
evm.TU.Ap9.1989,-0.915341448438809
evm.TU.Ap9.199,-0.403977454706446
evm.TU.Ap9.1990,0.784630167982644
evm.TU.Ap9.1991,-0.221614652639257
evm.TU.Ap9.1992,0
evm.TU.Ap9.1993,NA
evm.TU.Ap9.1994,0.106742511948576
evm.TU.Ap9.1995,0.184523953890513
evm.TU.Ap9.1996,-2.28887295276673
evm.TU.Ap9.1997,-1.18202857321441
evm.TU.Ap9.1998,1.24896942722186
evm.TU.Ap9.1999,NA
evm.TU.Ap9.2,-0.143229760698985
evm.TU.Ap9.20,0.384977261222908
evm.TU.Ap9.200,1.22937722106193
evm.TU.Ap9.2000,0.568020148184555
evm.TU.Ap9.2001,NA
evm.TU.Ap9.2002,NA
evm.TU.Ap9.2003,0.198182727180526
evm.TU.Ap9.2004,0.186800946862604
evm.TU.Ap9.2005,0.186800946862604
evm.TU.Ap9.2006,NA
evm.TU.Ap9.2007,-0.304090098648492
evm.TU.Ap9.2008,-0.954605773494225
evm.TU.Ap9.2009,NA
evm.TU.Ap9.201,NA
evm.TU.Ap9.2010,1.4776879585778
evm.TU.Ap9.2011,0
evm.TU.Ap9.2012,NA
evm.TU.Ap9.2013,NA
evm.TU.Ap9.2014,0.135620406580641
evm.TU.Ap9.2015,0
evm.TU.Ap9.2016,NA
evm.TU.Ap9.2017,NA
evm.TU.Ap9.2018,NA
evm.TU.Ap9.2019,0
evm.TU.Ap9.202,-0.29789037726051
evm.TU.Ap9.2020,NA
evm.TU.Ap9.2021,0
evm.TU.Ap9.2022,NA
evm.TU.Ap9.2023,NA
evm.TU.Ap9.2024,NA
evm.TU.Ap9.2025,0.197287729121808
evm.TU.Ap9.2026,-0.211641820562164
evm.TU.Ap9.2027,NA
evm.TU.Ap9.2028,0
evm.TU.Ap9.2029,-0.404001053726646
evm.TU.Ap9.203,-0.733306337866775
evm.TU.Ap9.2030,0.262101799126432
evm.TU.Ap9.2031,NA
evm.TU.Ap9.2032,-0.243131067526393
evm.TU.Ap9.2033,0.384220233164295
evm.TU.Ap9.2034,-0.403984236474263
evm.TU.Ap9.2035,NA
evm.TU.Ap9.2036,NA
evm.TU.Ap9.2037,NA
evm.TU.Ap9.2038,0
evm.TU.Ap9.2039,0.39593350522794
evm.TU.Ap9.204,-0.583527020516596
evm.TU.Ap9.2040,0.0841540705715105
evm.TU.Ap9.2041,-0.212492873913194
evm.TU.Ap9.2042,-0.268073521756038
evm.TU.Ap9.2043,0.275298402352534
evm.TU.Ap9.2044,-0.197883535777307
evm.TU.Ap9.2045,0
evm.TU.Ap9.2046,-0.530647966723188
evm.TU.Ap9.2047,0.335300956882705
evm.TU.Ap9.2048,-1.68248747294874
evm.TU.Ap9.2049,0.293396608764998
evm.TU.Ap9.205,0
evm.TU.Ap9.2050,-0.569050314749608
evm.TU.Ap9.2051,-0.210049786444838
evm.TU.Ap9.2052,0.232686767690852
evm.TU.Ap9.2053,0.228502910398074
evm.TU.Ap9.2054,0.831866576142357
evm.TU.Ap9.2055,0
evm.TU.Ap9.2056,-2.16721133995222
evm.TU.Ap9.2057,0.000311613996128275
evm.TU.Ap9.2058,-0.00554632038400208
evm.TU.Ap9.2059,-0.40398355437173
evm.TU.Ap9.206,0.416227370610928
evm.TU.Ap9.2060,0.422292102164471
evm.TU.Ap9.2061,0
evm.TU.Ap9.2062,0.186803140075169
evm.TU.Ap9.2063,0.39590258065157
evm.TU.Ap9.2064,0.203453000683121
evm.TU.Ap9.2065,-0.16880308105163
evm.TU.Ap9.2066,0.0125382427885103
evm.TU.Ap9.2067,0.0261119005462959
evm.TU.Ap9.2068,0.185191020692318
evm.TU.Ap9.2069,-0.175826819662385
evm.TU.Ap9.207,0.606315831898434
evm.TU.Ap9.2070,-0.0155591449353796
evm.TU.Ap9.2071,0.27122321921775
evm.TU.Ap9.2072,0.186817160020762
evm.TU.Ap9.2073,NA
evm.TU.Ap9.2074,NA
evm.TU.Ap9.2075,NA
evm.TU.Ap9.2076,0.167103321386573
evm.TU.Ap9.2077,0.156614841908645
evm.TU.Ap9.2078,NA
evm.TU.Ap9.2079,-0.00553326471081552
evm.TU.Ap9.208,0.280219514036392
evm.TU.Ap9.2080,-1.37236507846157
evm.TU.Ap9.2081,-0.197884073298749
evm.TU.Ap9.2082,-0.403985926861589
evm.TU.Ap9.2083,NA
evm.TU.Ap9.2084,0.18680601519933
evm.TU.Ap9.2085,NA
evm.TU.Ap9.2086,-0.586366189449542
evm.TU.Ap9.2087,NA
evm.TU.Ap9.2088,NA
evm.TU.Ap9.2089,-0.390230146870952
evm.TU.Ap9.209,0.165476544106643
evm.TU.Ap9.2090,NA
evm.TU.Ap9.2091,0
evm.TU.Ap9.2092,NA
evm.TU.Ap9.2093,-0.211635661258169
evm.TU.Ap9.2094,0.186803379665566
evm.TU.Ap9.2095,NA
evm.TU.Ap9.2096,NA
evm.TU.Ap9.2097,-0.390239309897422
evm.TU.Ap9.2098,NA
evm.TU.Ap9.2099,-0.00552786004508103
evm.TU.Ap9.21,-0.59633641534718
evm.TU.Ap9.210,0.0165861949027629
evm.TU.Ap9.2100,-0.211638296791933
evm.TU.Ap9.2101,NA
evm.TU.Ap9.2102,0
evm.TU.Ap9.2103,NA
evm.TU.Ap9.2104,0.585184682906387
evm.TU.Ap9.2105,-0.211635661258169
evm.TU.Ap9.2106,NA
evm.TU.Ap9.2107,-1.4401319273977
evm.TU.Ap9.2108,-0.596321883688486
evm.TU.Ap9.2109,0.206652191937653
evm.TU.Ap9.211,-0.247650369339929
evm.TU.Ap9.2110,-0.217591823542724
evm.TU.Ap9.2111,-0.872158073036607
evm.TU.Ap9.2112,1.24384350424571
evm.TU.Ap9.2113,-0.0455952845538256
evm.TU.Ap9.2114,0.802033567311334
evm.TU.Ap9.2115,-0.49030965731416
evm.TU.Ap9.2116,0.792953914543603
evm.TU.Ap9.2117,-0.758495832921944
evm.TU.Ap9.2118,0.173890728398918
evm.TU.Ap9.2119,NA
evm.TU.Ap9.212,-0.0175157519802254
evm.TU.Ap9.2120,NA
evm.TU.Ap9.2121,-0.955820740500341
evm.TU.Ap9.2122,1.11610751511399
evm.TU.Ap9.2123,-0.749409465101383
evm.TU.Ap9.2124,0
evm.TU.Ap9.2125,-0.390236244573575
evm.TU.Ap9.2126,-0.00554128890687108
evm.TU.Ap9.2127,0.635406649169551
evm.TU.Ap9.2128,0.974635634189917
evm.TU.Ap9.2129,0.186803140075169
evm.TU.Ap9.213,-1.48179427837369
evm.TU.Ap9.2130,0.900721838652222
evm.TU.Ap9.2131,0.582684129142592
evm.TU.Ap9.2132,0.0937783600320825
evm.TU.Ap9.2133,NA
evm.TU.Ap9.2134,-0.779346884475332
evm.TU.Ap9.2135,-0.21164336512866
evm.TU.Ap9.2136,-0.00553841378270994
evm.TU.Ap9.2137,1.39577298702918
evm.TU.Ap9.2138,0.0855832716776345
evm.TU.Ap9.2139,NA
evm.TU.Ap9.214,-0.0714653499172663
evm.TU.Ap9.2140,NA
evm.TU.Ap9.2141,NA
evm.TU.Ap9.2142,NA
evm.TU.Ap9.2143,0
evm.TU.Ap9.2144,NA
evm.TU.Ap9.2145,NA
evm.TU.Ap9.2146,-0.134093645849787
evm.TU.Ap9.2147,2.31730140311392
evm.TU.Ap9.2148,0.378127053051343
evm.TU.Ap9.2149,-0.0249398038040326
evm.TU.Ap9.215,-0.174445436255119
evm.TU.Ap9.2150,0.67199270432167
evm.TU.Ap9.2151,-0.176070007144427
evm.TU.Ap9.2152,-0.287388578500238
evm.TU.Ap9.2153,0.336250623657237
evm.TU.Ap9.2154,-0.0105922412634044
evm.TU.Ap9.2155,-0.784673509705383
evm.TU.Ap9.2156,0.395628863717088
evm.TU.Ap9.2157,-0.0216157072074422
evm.TU.Ap9.2158,0.361787690702504
evm.TU.Ap9.2159,0
evm.TU.Ap9.216,0.672931495539705
evm.TU.Ap9.2160,0.798680224569808
evm.TU.Ap9.2161,NA
evm.TU.Ap9.2162,0.395922754878244
evm.TU.Ap9.2163,NA
evm.TU.Ap9.2164,-0.390237941008468
evm.TU.Ap9.2165,0
evm.TU.Ap9.2166,0.8432407270989
evm.TU.Ap9.2167,NA
evm.TU.Ap9.2168,-0.551959991997695
evm.TU.Ap9.2169,-1.03445687175851
evm.TU.Ap9.217,0.805279672191319
evm.TU.Ap9.2170,-0.0055384137827103
evm.TU.Ap9.2171,-0.403977454706446
evm.TU.Ap9.2172,0.143101076146056
evm.TU.Ap9.2173,0.997974922853905
evm.TU.Ap9.2174,-0.0889312820974036
evm.TU.Ap9.2175,0.361672895062001
evm.TU.Ap9.2176,0.291427697161711
evm.TU.Ap9.2177,0.378367210391654
evm.TU.Ap9.2178,-1.54374212978678
evm.TU.Ap9.2179,-0.197885038987577
evm.TU.Ap9.218,0.199790560692826
evm.TU.Ap9.2180,NA
evm.TU.Ap9.2181,0
evm.TU.Ap9.2182,0
evm.TU.Ap9.2183,NA
evm.TU.Ap9.2184,NA
evm.TU.Ap9.2185,-0.0116357841197867
evm.TU.Ap9.2186,0.423531315079237
evm.TU.Ap9.2187,2.12723242989481
evm.TU.Ap9.2188,0.0384096092110129
evm.TU.Ap9.2189,-0.596321883688486
evm.TU.Ap9.219,0.232437356348314
evm.TU.Ap9.2190,-1.53200897150238
evm.TU.Ap9.2191,-0.428045219185919
evm.TU.Ap9.2192,0.528245081004634
evm.TU.Ap9.2193,1.35899171095579
evm.TU.Ap9.2194,0.965617013805148
evm.TU.Ap9.2195,0.777872103775606
evm.TU.Ap9.2196,1.28447495379751
evm.TU.Ap9.2197,0.434518986547877
evm.TU.Ap9.2198,0.23792108306774
evm.TU.Ap9.2199,-0.562099692165382
evm.TU.Ap9.22,0.180592363166577
evm.TU.Ap9.220,0.45552667162668
evm.TU.Ap9.2200,0.430264734487192
evm.TU.Ap9.2201,0.171684505319343
evm.TU.Ap9.2202,-1.48560664202405
evm.TU.Ap9.2203,1.67021631419784
evm.TU.Ap9.2204,0.297106338997782
evm.TU.Ap9.2205,0.850302621629053
evm.TU.Ap9.2206,0.493329031162356
evm.TU.Ap9.2207,-0.197881154826673
evm.TU.Ap9.2208,-0.00553222396310718
evm.TU.Ap9.2209,0.127686710863545
evm.TU.Ap9.221,NA
evm.TU.Ap9.2210,1.11819639891155
evm.TU.Ap9.2211,1.30397427087172
evm.TU.Ap9.2212,-0.00553841378271009
evm.TU.Ap9.2213,0.440600078930055
evm.TU.Ap9.2214,0.465554214244855
evm.TU.Ap9.2215,0.124372155914294
evm.TU.Ap9.2216,NA
evm.TU.Ap9.2217,0.186800946862604
evm.TU.Ap9.2218,-0.788928118133151
evm.TU.Ap9.2219,NA
evm.TU.Ap9.222,NA
evm.TU.Ap9.2220,0.482917527885835
evm.TU.Ap9.2221,-0.953351114851391
evm.TU.Ap9.2222,0
evm.TU.Ap9.2223,NA
evm.TU.Ap9.2224,NA
evm.TU.Ap9.2225,-0.289240829321876
evm.TU.Ap9.2226,-0.651025288218567
evm.TU.Ap9.2227,NA
evm.TU.Ap9.2228,0.274953418696534
evm.TU.Ap9.2229,-0.211635458527367
evm.TU.Ap9.223,NA
evm.TU.Ap9.2230,NA
evm.TU.Ap9.2231,NA
evm.TU.Ap9.2232,0.203276455267466
evm.TU.Ap9.2233,-2.85234678367669
evm.TU.Ap9.2234,0.183740669903998
evm.TU.Ap9.2235,0.2770766186484
evm.TU.Ap9.2236,0.455592106245909
evm.TU.Ap9.2237,-0.0809655223922409
evm.TU.Ap9.2238,-0.0647086266444335
evm.TU.Ap9.2239,-0.147581831467638
evm.TU.Ap9.224,-0.770290306749346
evm.TU.Ap9.2240,-1.20722630985015
evm.TU.Ap9.2241,-0.173253433588126
evm.TU.Ap9.2242,0.197706341686851
evm.TU.Ap9.2243,0.231695963985404
evm.TU.Ap9.2244,-0.590398365755296
evm.TU.Ap9.2245,-1.14648096761575
evm.TU.Ap9.2246,0.118447293370645
evm.TU.Ap9.2247,-0.105354284233727
evm.TU.Ap9.2248,0
evm.TU.Ap9.2249,NA
evm.TU.Ap9.225,0.186803379665566
evm.TU.Ap9.2250,0.186803140075169
evm.TU.Ap9.2251,0.160387257713803
evm.TU.Ap9.2252,0
evm.TU.Ap9.2253,-0.465497363457377
evm.TU.Ap9.2254,-0.741778046131357
evm.TU.Ap9.2255,-0.200093606669766
evm.TU.Ap9.2256,0.303365684773376
evm.TU.Ap9.2257,0.0108887856197378
evm.TU.Ap9.2258,-0.197013166571673
evm.TU.Ap9.2259,0.487676512131499
evm.TU.Ap9.226,0.619634373287734
evm.TU.Ap9.2260,-0.37340016625015
evm.TU.Ap9.2261,-0.31426539028099
evm.TU.Ap9.2262,-1.77708523915012
evm.TU.Ap9.2263,NA
evm.TU.Ap9.2264,0.274781465137505
evm.TU.Ap9.2265,0.609451586478596
evm.TU.Ap9.2266,-0.101153902171399
evm.TU.Ap9.2267,-0.211646317583237
evm.TU.Ap9.2268,0.47467060888544
evm.TU.Ap9.2269,0.393551464583095
evm.TU.Ap9.227,-0.370752417497071
evm.TU.Ap9.2270,0
evm.TU.Ap9.2271,0.145447643902969
evm.TU.Ap9.2272,1.35844822066362
evm.TU.Ap9.2273,1.09214818799162
evm.TU.Ap9.2274,0.172796096972009
evm.TU.Ap9.2275,1.05134385623705
evm.TU.Ap9.2276,NA
evm.TU.Ap9.2277,0.622786694379242
evm.TU.Ap9.2278,-0.136621030005806
evm.TU.Ap9.2279,-0.403985046195811
evm.TU.Ap9.228,-0.740265891650877
evm.TU.Ap9.2280,0.193628854863424
evm.TU.Ap9.2281,-0.403984955846133
evm.TU.Ap9.2282,-0.0055439244406352
evm.TU.Ap9.2283,0.186795675795076
evm.TU.Ap9.2284,0.601904743205023
evm.TU.Ap9.2285,-0.544672565984817
evm.TU.Ap9.2286,-0.596331042695124
evm.TU.Ap9.2287,-0.458628352397588
evm.TU.Ap9.2288,-0.00554348211943614
evm.TU.Ap9.2289,-0.403982320312369
evm.TU.Ap9.229,0.883399051581126
evm.TU.Ap9.2290,NA
evm.TU.Ap9.2291,0
evm.TU.Ap9.2292,-0.430087409377829
evm.TU.Ap9.2293,-0.403980099735445
evm.TU.Ap9.2294,-0.211635900848567
evm.TU.Ap9.2295,NA
evm.TU.Ap9.2296,NA
evm.TU.Ap9.2297,0.18680601519933
evm.TU.Ap9.2298,-0.211640324133291
evm.TU.Ap9.2299,-0.218417491918133
evm.TU.Ap9.23,0.283962612702029
evm.TU.Ap9.230,-0.368758711311201
evm.TU.Ap9.2300,-0.182041813018539
evm.TU.Ap9.2301,-0.311885911025849
evm.TU.Ap9.2302,0.348617539147013
evm.TU.Ap9.2303,-0.957924351528728
evm.TU.Ap9.2304,-0.403979887509407
evm.TU.Ap9.2305,-0.00553841378271019
evm.TU.Ap9.2306,0.186800946862604
evm.TU.Ap9.2307,-0.480713997324362
evm.TU.Ap9.2308,0.424317484671858
evm.TU.Ap9.2309,0
evm.TU.Ap9.231,0.186803379665566
evm.TU.Ap9.2310,0.424361638420323
evm.TU.Ap9.2311,0.835670659405324
evm.TU.Ap9.2312,0
evm.TU.Ap9.2313,0.512417609804376
evm.TU.Ap9.2314,0.146548765133739
evm.TU.Ap9.2315,0.0596483898219588
evm.TU.Ap9.2316,0
evm.TU.Ap9.2317,1.2944779557604
evm.TU.Ap9.2318,-1.03833739763527
evm.TU.Ap9.2319,-0.178131784989802
evm.TU.Ap9.232,-0.0683643525440618
evm.TU.Ap9.2320,-0.534456833220385
evm.TU.Ap9.2321,-0.285993463470659
evm.TU.Ap9.2322,-0.00553841378270985
evm.TU.Ap9.2323,NA
evm.TU.Ap9.2324,-0.0706090220336921
evm.TU.Ap9.2325,0.69142728174046
evm.TU.Ap9.2326,-0.197881116572766
evm.TU.Ap9.2327,-0.00553020654113946
evm.TU.Ap9.2328,0.0620336141930468
evm.TU.Ap9.2329,-0.974701583715914
evm.TU.Ap9.233,-0.495677727929766
evm.TU.Ap9.2330,-0.403092896283991
evm.TU.Ap9.2331,0.675349017033703
evm.TU.Ap9.2332,-0.211638094061131
evm.TU.Ap9.2333,1.40950811460008
evm.TU.Ap9.2334,-0.181201303221548
evm.TU.Ap9.2335,-0.63235193166101
evm.TU.Ap9.2336,-0.233430406858343
evm.TU.Ap9.2337,-0.848362689215468
evm.TU.Ap9.2338,NA
evm.TU.Ap9.2339,-1.36688337545742
evm.TU.Ap9.234,0.99290105712549
evm.TU.Ap9.2340,-0.788210782173464
evm.TU.Ap9.2341,-1.6150712197509
evm.TU.Ap9.2342,-0.403984480239546
evm.TU.Ap9.2343,0.565589197304982
evm.TU.Ap9.2344,0.410051764488691
evm.TU.Ap9.2345,-0.774921737058846
evm.TU.Ap9.2346,0.847832079101912
evm.TU.Ap9.2347,0.73371753209039
evm.TU.Ap9.2348,-0.211638094061131
evm.TU.Ap9.2349,2.27135582581925
evm.TU.Ap9.235,NA
evm.TU.Ap9.2350,0.712064908622124
evm.TU.Ap9.2351,-1.61287231682753
evm.TU.Ap9.2352,-0.738824036307936
evm.TU.Ap9.2353,-0.157263800247693
evm.TU.Ap9.2354,1.43070923016818
evm.TU.Ap9.2355,0.232214206800767
evm.TU.Ap9.2356,-0.834308367644285
evm.TU.Ap9.2357,-0.837494305901044
evm.TU.Ap9.2358,-1.31238499997177
evm.TU.Ap9.2359,0.537839246268334
evm.TU.Ap9.236,NA
evm.TU.Ap9.2360,-0.39796483074522
evm.TU.Ap9.2361,-0.0695520317927145
evm.TU.Ap9.2362,0.137121179110867
evm.TU.Ap9.2363,0
evm.TU.Ap9.2364,-0.119208384527853
evm.TU.Ap9.2365,0
evm.TU.Ap9.2366,-0.224653586276577
evm.TU.Ap9.2367,NA
evm.TU.Ap9.2368,0.660025600281772
evm.TU.Ap9.2369,-0.976622218029256
evm.TU.Ap9.237,1.02593050043566
evm.TU.Ap9.2370,0.186800744131802
evm.TU.Ap9.2371,NA
evm.TU.Ap9.2372,-0.211638094061131
evm.TU.Ap9.2373,-1.15314845456062
evm.TU.Ap9.2374,0.0447364298974283
evm.TU.Ap9.2375,-0.182071095258207
evm.TU.Ap9.2376,0.303801493261197
evm.TU.Ap9.2377,0.422977226433294
evm.TU.Ap9.2378,0.0936474697821643
evm.TU.Ap9.2379,0
evm.TU.Ap9.238,0.610394279351587
evm.TU.Ap9.2380,-0.211643604719056
evm.TU.Ap9.2381,0.424882005398379
evm.TU.Ap9.2382,-0.532027161635415
evm.TU.Ap9.2383,NA
evm.TU.Ap9.2384,0.489109264112059
evm.TU.Ap9.2385,NA
evm.TU.Ap9.2386,NA
evm.TU.Ap9.2387,-0.403983794837369
evm.TU.Ap9.2388,-0.325906148174027
evm.TU.Ap9.2389,-0.0414101144667293
evm.TU.Ap9.239,-0.0474022649933416
evm.TU.Ap9.2390,0.617638168041961
evm.TU.Ap9.2391,-0.639216627122047
evm.TU.Ap9.2392,0.175019443125106
evm.TU.Ap9.2393,0.453365502648509
evm.TU.Ap9.2394,0.291432018239136
evm.TU.Ap9.2395,-0.76737316074027
evm.TU.Ap9.2396,0.52036307103929
evm.TU.Ap9.2397,-0.174555722088045
evm.TU.Ap9.2398,-0.959505902053399
evm.TU.Ap9.2399,-0.476635294269166
evm.TU.Ap9.24,-0.109315212949096
evm.TU.Ap9.240,NA
evm.TU.Ap9.2400,0.180395806605239
evm.TU.Ap9.2401,0.306623054677006
evm.TU.Ap9.2402,-0.20701339025832
evm.TU.Ap9.2403,-0.58195055348433
evm.TU.Ap9.2404,-0.498536529388897
evm.TU.Ap9.2405,-0.557065540519913
evm.TU.Ap9.2406_evm.TU.Ap9.2407,-0.96493420517324
evm.TU.Ap9.2408,-0.626557437357433
evm.TU.Ap9.2409,NA
evm.TU.Ap9.241,-0.213345838780341
evm.TU.Ap9.2410,1.81425914007607
evm.TU.Ap9.2411,-0.153261223674359
evm.TU.Ap9.2412,-0.610981127058497
evm.TU.Ap9.2413,0.248876439740809
evm.TU.Ap9.2414,-0.230309411082149
evm.TU.Ap9.2415,-1.11629469254184
evm.TU.Ap9.2416,0
evm.TU.Ap9.2417,0.415937487782826
evm.TU.Ap9.2418,0
evm.TU.Ap9.2419,-0.960450734874323
evm.TU.Ap9.242,-0.277317762771971
evm.TU.Ap9.2420,-0.211637891330329
evm.TU.Ap9.2421,-0.18365008884923
evm.TU.Ap9.2422,-0.0348092197120106
evm.TU.Ap9.2423,-0.211688823822924
evm.TU.Ap9.2424,0.0536883218838181
evm.TU.Ap9.2425,0
evm.TU.Ap9.2426,-0.164802570407683
evm.TU.Ap9.2427,0.93296648209153
evm.TU.Ap9.2428,-2.35540633497536
evm.TU.Ap9.2429,NA
evm.TU.Ap9.243,NA
evm.TU.Ap9.2430,-0.799827671658669
evm.TU.Ap9.2431,-1.24747740459294
evm.TU.Ap9.2432,0.12821690080548
evm.TU.Ap9.2433,0.0116216282461403
evm.TU.Ap9.2434,-0.149062396023286
evm.TU.Ap9.2435,0.141604508602181
evm.TU.Ap9.2436,0
evm.TU.Ap9.2437,0.638211896853692
evm.TU.Ap9.2438,0
evm.TU.Ap9.2439,0
evm.TU.Ap9.244,-1.09188668423807
evm.TU.Ap9.2440,0.288549015354387
evm.TU.Ap9.2441,NA
evm.TU.Ap9.2442,-0.211635458527368
evm.TU.Ap9.2443,0.0757874752069116
evm.TU.Ap9.2444,-0.211638094061131
evm.TU.Ap9.2445,0.166483122054959
evm.TU.Ap9.2446,-0.2116360332323
evm.TU.Ap9.2447,-0.211643365128659
evm.TU.Ap9.2448,-0.211641171916095
evm.TU.Ap9.2449,-0.197885717888911
evm.TU.Ap9.245,-2.5899124000695
evm.TU.Ap9.2450,0.112536388543046
evm.TU.Ap9.2451,0.117880689777798
evm.TU.Ap9.2452,0.909410678942668
evm.TU.Ap9.2453,0.719336363841287
evm.TU.Ap9.2454,0.498221154689135
evm.TU.Ap9.2455,0.116904839914997
evm.TU.Ap9.2456,-0.168874900416357
evm.TU.Ap9.2457,0.638265989556638
evm.TU.Ap9.2458,0.012942370892154
evm.TU.Ap9.2459,0.349668233238808
evm.TU.Ap9.246,0.581922372413282
evm.TU.Ap9.2460,0
evm.TU.Ap9.2461,NA
evm.TU.Ap9.2462,0
evm.TU.Ap9.2463,-0.182930449460941
evm.TU.Ap9.2464,NA
evm.TU.Ap9.2465,-0.211633025724405
evm.TU.Ap9.2466,-0.659792545707121
evm.TU.Ap9.2467,0.332160242892956
evm.TU.Ap9.2468,-0.407100546841593
evm.TU.Ap9.2469,-0.158983206468052
evm.TU.Ap9.247,0
evm.TU.Ap9.2470,-0.0459733573940628
evm.TU.Ap9.2471,0
evm.TU.Ap9.2472,0.263539323510903
evm.TU.Ap9.2473,-0.296456078180766
evm.TU.Ap9.2474,0.0932940651981291
evm.TU.Ap9.2475,-0.218987634626406
evm.TU.Ap9.2476,-0.593107539604822
evm.TU.Ap9.2477,0.0487748127562826
evm.TU.Ap9.2478,-0.549068221807733
evm.TU.Ap9.2479,-0.86100010636986
evm.TU.Ap9.248,0.18679835302744
evm.TU.Ap9.2480,0
evm.TU.Ap9.2481,-0.502369407697468
evm.TU.Ap9.2482,0.112568269563794
evm.TU.Ap9.2483,-0.875703956422555
evm.TU.Ap9.2484,0.804794619493176
evm.TU.Ap9.2485,-0.0252206823959893
evm.TU.Ap9.2486,0.172659353820751
evm.TU.Ap9.2487,-0.123158118731344
evm.TU.Ap9.2488,0.132099192803242
evm.TU.Ap9.2489,-0.255139814135965
evm.TU.Ap9.249,1.03953746975429
evm.TU.Ap9.2490,-0.938404944427476
evm.TU.Ap9.2491,-0.440427531547915
evm.TU.Ap9.2492,0.424064194646696
evm.TU.Ap9.2493,0.395492891511905
evm.TU.Ap9.2494,0.621103056926474
evm.TU.Ap9.2495,-0.00553841378270974
evm.TU.Ap9.2496,0.618194170084791
evm.TU.Ap9.2497,0.489800062478778
evm.TU.Ap9.2498,-0.782811702773074
evm.TU.Ap9.2499,0.358505320754148
evm.TU.Ap9.25,0.203589448093855
evm.TU.Ap9.250,NA
evm.TU.Ap9.2500,NA
evm.TU.Ap9.2501,0.934618399446014
evm.TU.Ap9.2502,0.0222120754701184
evm.TU.Ap9.2503,0.348938170560697
evm.TU.Ap9.2504,0.186803379665566
evm.TU.Ap9.2505,0.425077280549868
evm.TU.Ap9.2506,0.0992400056297038
evm.TU.Ap9.2507,0.203516928091789
evm.TU.Ap9.2508,-0.596335669414866
evm.TU.Ap9.2509,-0.814192295740466
evm.TU.Ap9.251,0.0923522613115317
evm.TU.Ap9.2510,0.0720465313289435
evm.TU.Ap9.2511,1.11245485763052
evm.TU.Ap9.2512,-0.0999402549832509
evm.TU.Ap9.2513,-0.346772221463557
evm.TU.Ap9.2514,0.653761512063401
evm.TU.Ap9.2515,-0.754223268730166
evm.TU.Ap9.2516,1.16132848096774
evm.TU.Ap9.2517,1.76021737031951
evm.TU.Ap9.2518,0.186798071738443
evm.TU.Ap9.2519,0
evm.TU.Ap9.252,-0.177501133571759
evm.TU.Ap9.2520,1.10161466030254
evm.TU.Ap9.2521,0.138682276415736
evm.TU.Ap9.2522,0.700663839554201
evm.TU.Ap9.2523,0.23163132570066
evm.TU.Ap9.2524,NA
evm.TU.Ap9.2525,0.249388008599599
evm.TU.Ap9.2526,-0.21163566125817
evm.TU.Ap9.2527,0.186803140075169
evm.TU.Ap9.2528,NA
evm.TU.Ap9.2529,-0.294907907411882
evm.TU.Ap9.253,0.594410200844432
evm.TU.Ap9.2530,0.224631199890754
evm.TU.Ap9.2531,-0.448410256319184
evm.TU.Ap9.2532,-0.871757986273701
evm.TU.Ap9.2533,NA
evm.TU.Ap9.2534,NA
evm.TU.Ap9.2535,-0.211633025724405
evm.TU.Ap9.2536,-0.214902451577338
evm.TU.Ap9.2537,NA
evm.TU.Ap9.2538,NA
evm.TU.Ap9.2539,NA
evm.TU.Ap9.254,0.203345315161126
evm.TU.Ap9.2540,NA
evm.TU.Ap9.2541,NA
evm.TU.Ap9.2542,NA
evm.TU.Ap9.2543,NA
evm.TU.Ap9.2544,-0.211638094061132
evm.TU.Ap9.2545,-0.661409876410877
evm.TU.Ap9.2546,-0.259135815302313
evm.TU.Ap9.2547,0.341665133501045
evm.TU.Ap9.2548,0.18679831132884
evm.TU.Ap9.2549,0
evm.TU.Ap9.255,0.904849356230684
evm.TU.Ap9.2550,-0.211642999949597
evm.TU.Ap9.2551,-0.403982523043172
evm.TU.Ap9.2552,-0.223884052919826
evm.TU.Ap9.2553,-0.297442116630978
evm.TU.Ap9.2554,-0.701888306959925
evm.TU.Ap9.2555,0.18679831132884
evm.TU.Ap9.2556_evm.TU.Ap9.2557,-0.253689974436484
evm.TU.Ap9.2558,-0.423778523889476
evm.TU.Ap9.2559,-0.566119082126077
evm.TU.Ap9.256,0.31556558167137
evm.TU.Ap9.2560,0.0636532281289762
evm.TU.Ap9.2561,0.921143115306825
evm.TU.Ap9.2562,-0.197881173353675
evm.TU.Ap9.2563,-0.124835550474947
evm.TU.Ap9.2564,-1.27824606552856
evm.TU.Ap9.2565,-0.403987985412971
evm.TU.Ap9.2566,0
evm.TU.Ap9.2567,0
evm.TU.Ap9.2568,1.73928082601123
evm.TU.Ap9.2569,NA
evm.TU.Ap9.257,0.463317491690994
evm.TU.Ap9.2570,-0.403982725773974
evm.TU.Ap9.2571,-0.912714994801269
evm.TU.Ap9.2572,NA
evm.TU.Ap9.2573,NA
evm.TU.Ap9.2574,-0.174910633990207
evm.TU.Ap9.2575_evm.TU.Ap9.2576,0.0121580681078576
